Screen, Action, Date --- Time
Sleep Button,Started Accelerometer Sensor while NOT charging at,08/06/2019 00:15:28.372
Sleep Button,Started Estimote Sensor while NOT charging at,08/06/2019 00:15:28.373
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:15:28.445
Estimote Timer,Started Estimote Service at,08/06/2019 00:15:28.532
Estimote Timer,No Activity at 2,08/06/2019 00:15:28.549
Estimote Sensor,Killed Sensor at,08/06/2019 00:15:35.409
Estimote Service,Killed Estimote Service at,08/06/2019 00:15:35.434
Heart Rate Sensor,Killed Sensor at,08/06/2019 00:15:58.576
Estimote Timer,Started Estimote Service at,08/06/2019 00:17:20.311
Estimote Timer,No Activity at 1,08/06/2019 00:17:20.349
Estimote Timer,Started Estimote Service at,08/06/2019 00:17:25.194
Estimote Timer,No Activity at 3,08/06/2019 00:17:25.232
Estimote Timer,Started Estimote Service at,08/06/2019 00:17:28.533
Estimote Timer,No Activity at 4,08/06/2019 00:17:28.547
Estimote Sensor,Killed Sensor at,08/06/2019 00:17:35.380
Estimote Service,Killed Estimote Service at,08/06/2019 00:17:35.392
Estimote Timer,Started Estimote Service at,08/06/2019 00:19:20.313
Estimote Timer,No Activity at 2,08/06/2019 00:19:20.326
Estimote Timer,Started Estimote Service at,08/06/2019 00:19:25.194
Estimote Timer,No Activity at 5,08/06/2019 00:19:25.212
Estimote Timer,Stopped the Estimote Timer,08/06/2019 00:19:25.222
Estimote Timer,Stopped Estimote Timer at,08/06/2019 00:19:25.236
Estimote Sensor,Killed Sensor at,08/06/2019 00:19:35.358
Estimote Service,Killed Estimote Service at,08/06/2019 00:19:35.373
Estimote Timer,Started Estimote Service at,08/06/2019 00:19:58.467
Estimote Timer,No Activity at 1,08/06/2019 00:19:58.483
Estimote Sensor,Killed Sensor at,08/06/2019 00:20:13.520
Estimote Service,Killed Estimote Service at,08/06/2019 00:20:13.539
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:20:28.450
Heart Rate Sensor,Killed Sensor at,08/06/2019 00:20:58.531
Estimote Timer,Started Estimote Service at,08/06/2019 00:21:20.313
Estimote Timer,No Activity at 3,08/06/2019 00:21:20.333
Estimote Sensor,Killed Sensor at,08/06/2019 00:21:35.360
Estimote Service,Killed Estimote Service at,08/06/2019 00:21:35.410
Estimote Timer,Started Estimote Service at,08/06/2019 00:21:58.467
Estimote Timer,No Activity at 2,08/06/2019 00:21:58.513
Estimote Sensor,Killed Sensor at,08/06/2019 00:22:13.543
Estimote Service,Killed Estimote Service at,08/06/2019 00:22:13.558
Estimote Timer,Started Estimote Service at,08/06/2019 00:23:20.314
Estimote Timer,No Activity at 4,08/06/2019 00:23:20.329
Estimote Sensor,Killed Sensor at,08/06/2019 00:23:35.371
Estimote Service,Killed Estimote Service at,08/06/2019 00:23:35.383
Estimote Timer,Started Estimote Service at,08/06/2019 00:23:58.468
Estimote Timer,No Activity at 3,08/06/2019 00:23:58.484
Estimote Sensor,Killed Sensor at,08/06/2019 00:24:13.532
Estimote Service,Killed Estimote Service at,08/06/2019 00:24:13.557
Estimote Timer,Started Estimote Service at,08/06/2019 00:25:20.314
Estimote Timer,No Activity at 5,08/06/2019 00:25:20.329
Estimote Timer,Stopped the Estimote Timer,08/06/2019 00:25:20.340
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 00:25:28.448
Estimote Timer,Started Estimote Service at,08/06/2019 00:25:58.469
Estimote Timer,No Activity at 4,08/06/2019 00:25:58.481
Heart Rate Sensor,Killed Sensor at,08/06/2019 00:25:58.526
Estimote Sensor,Killed Sensor at,08/06/2019 00:26:13.503
Estimote Service,Killed Estimote Service at,08/06/2019 00:26:13.517
Main Thread,Wifi is disabled at,08/06/2019 00:26:29.080
Sleep Button,Stopped Heart Rate Sensor while NOT charging at,08/06/2019 00:26:29.107
Sleep Button,Stopped Accelerometer Sensor while NOT charging at,08/06/2019 00:26:29.108
Sleep Button,Stopped Estimote Sensor while NOT charging at,08/06/2019 00:26:29.109
Estimote Timer,Stopped Estimote Timer at,08/06/2019 00:26:29.166
Main Activity,Failed to unregister battery information at,08/06/2019 00:26:37.758
Main Activity,Restarted Heart Rate Timer at,08/06/2019 02:23:05.944
Main Activity,Restarted Accelerometer Sensor at,08/06/2019 02:23:05.971
Main Activity,Restarted Estimote Timer at,08/06/2019 02:23:06.005
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:23:06.106
Estimote Timer,Started Estimote Service at,08/06/2019 02:23:06.290
Estimote Timer,No Activity at 1,08/06/2019 02:23:06.400
Main Activity,Failed to unregister battery information at,08/06/2019 02:23:07.365
Main Activity,Failed to unregister battery information at,08/06/2019 02:23:09.393
Main Thread,Wifi is disabled at,08/06/2019 02:23:10.662
Sleep Button,Stopped Heart Rate Sensor while NOT charging at,08/06/2019 02:23:10.686
Sleep Button,Stopped Accelerometer Sensor while NOT charging at,08/06/2019 02:23:10.687
Sleep Button,Stopped Estimote Sensor while NOT charging at,08/06/2019 02:23:10.688
Heart Rate Timer Service,Stopped Heart Rate Sensor at,08/06/2019 02:23:10.748
Estimote Timer,Stopped Estimote Timer at,08/06/2019 02:23:10.767
Estimote Timer,Started Estimote Service at,08/06/2019 02:23:19.781
Estimote Timer,No Activity at 1,08/06/2019 02:23:19.801
Estimote Sensor,Killed Sensor at,08/06/2019 02:24:10.163
Estimote Service,Killed Estimote Service at,08/06/2019 02:24:10.183
Main Activity,Restarted Heart Rate Timer at,08/06/2019 02:26:00.194
Main Activity,Restarted Accelerometer Sensor at,08/06/2019 02:26:00.218
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:26:00.304
Main Thread,Wifi is disabled at,08/06/2019 02:26:00.809
Sleep Button,Stopped Heart Rate Sensor while NOT charging at,08/06/2019 02:26:00.843
Sleep Button,Stopped Accelerometer Sensor while NOT charging at,08/06/2019 02:26:00.844
Sleep Button,Stopped Estimote Sensor while NOT charging at,08/06/2019 02:26:00.845
Heart Rate Timer Service,Stopped Heart Rate Sensor at,08/06/2019 02:26:00.896
Estimote Timer,Stopped Estimote Timer at,08/06/2019 02:26:00.919
Main Activity,Failed to unregister battery information at,08/06/2019 02:26:01.588
Main Activity,Restarted Heart Rate Timer at,08/06/2019 02:26:03.053
Main Activity,Restarted Accelerometer Sensor at,08/06/2019 02:26:03.114
Main Activity,Restarted Estimote Timer at,08/06/2019 02:26:03.140
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:26:03.239
Estimote Timer,Started Estimote Service at,08/06/2019 02:26:03.298
Estimote Timer,No Activity at 1,08/06/2019 02:26:03.333
Main Activity,Failed to unregister battery information at,08/06/2019 02:26:07.951
Estimote Sensor,Killed Sensor at,08/06/2019 02:26:18.402
Estimote Service,Killed Estimote Service at,08/06/2019 02:26:18.414
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:26:33.388
Estimote Timer,Started Estimote Service at,08/06/2019 02:28:03.298
Estimote Timer,No Activity at 2,08/06/2019 02:28:03.312
Estimote Sensor,Killed Sensor at,08/06/2019 02:28:18.343
Estimote Service,Killed Estimote Service at,08/06/2019 02:28:18.356
Estimote Timer,Started Estimote Service at,08/06/2019 02:30:03.300
Estimote Timer,No Activity at 3,08/06/2019 02:30:03.316
Estimote Sensor,Killed Sensor at,08/06/2019 02:30:18.346
Estimote Service,Killed Estimote Service at,08/06/2019 02:30:18.360
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:31:03.240
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:31:33.319
Estimote Timer,Started Estimote Service at,08/06/2019 02:32:03.303
Estimote Timer,No Activity at 4,08/06/2019 02:32:03.317
Estimote Sensor,Killed Sensor at,08/06/2019 02:32:18.342
Estimote Service,Killed Estimote Service at,08/06/2019 02:32:18.356
Estimote Timer,Started Estimote Service at,08/06/2019 02:34:03.304
Estimote Timer,No Activity at 5,08/06/2019 02:34:03.320
Estimote Timer,Stopped the Estimote Timer,08/06/2019 02:34:03.330
Estimote Timer,Stopped Estimote Timer at,08/06/2019 02:34:03.341
Followup EMA Timer Scheduler,Started at,08/06/2019 02:34:12.206
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:36:03.241
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:36:33.311
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:41:03.241
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:41:33.386
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:46:03.242
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:46:33.315
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:51:03.244
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:51:33.302
Main Activity,Started Heart Rate Timer at,08/06/2019 02:54:20.246
Main Activity,Started Accelerometer Sensor at,08/06/2019 02:54:20.279
Main Activity,Started Pedometer Sensor at,08/06/2019 02:54:20.309
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:54:20.660
Estimote Timer,Started Estimote Service at,08/06/2019 02:54:20.841
Estimote Timer,No Activity at 1,08/06/2019 02:54:20.971
Main Activity,Failed to unregister battery information at,08/06/2019 02:54:22.899
Estimote Sensor,Killed Sensor at,08/06/2019 02:54:37.726
Estimote Service,Killed Estimote Service at,08/06/2019 02:54:37.740
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:54:51.917
Main Activity,Failed to unregister battery information at,08/06/2019 02:54:52.600
Estimote Timer,Started Estimote Service at,08/06/2019 02:56:20.839
Estimote Timer,No Activity at 2,08/06/2019 02:56:20.860
Estimote Sensor,Killed Sensor at,08/06/2019 02:56:35.895
Estimote Service,Killed Estimote Service at,08/06/2019 02:56:35.911
Estimote Timer,Started Estimote Service at,08/06/2019 02:58:20.840
Estimote Timer,No Activity at 3,08/06/2019 02:58:20.858
Estimote Sensor,Killed Sensor at,08/06/2019 02:58:35.897
Estimote Service,Killed Estimote Service at,08/06/2019 02:58:35.912
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 02:59:20.641
Heart Rate Sensor,Killed Sensor at,08/06/2019 02:59:50.766
Estimote Timer,Started Estimote Service at,08/06/2019 03:00:20.842
Estimote Timer,No Activity at 4,08/06/2019 03:00:20.860
Estimote Sensor,Killed Sensor at,08/06/2019 03:00:35.888
Estimote Service,Killed Estimote Service at,08/06/2019 03:00:35.905
Estimote Timer,Started Estimote Service at,08/06/2019 03:02:20.843
Estimote Timer,No Activity at 5,08/06/2019 03:02:20.860
Estimote Timer,Stopped the Estimote Timer,08/06/2019 03:02:20.871
Estimote Timer,Stopped Estimote Timer at,08/06/2019 03:02:20.886
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 03:04:20.640
Heart Rate Sensor,Killed Sensor at,08/06/2019 03:04:50.725
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 03:09:20.642
Heart Rate Sensor,Killed Sensor at,08/06/2019 03:09:50.720
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 03:14:20.643
Heart Rate Sensor,Killed Sensor at,08/06/2019 03:14:50.722
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 03:19:20.645
Heart Rate Sensor,Killed Sensor at,08/06/2019 03:19:50.719
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 03:24:20.646
Heart Rate Sensor,Killed Sensor at,08/06/2019 03:24:50.730
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:55:43.900
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:57:13.450
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:09:17.165
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:10:03.631
Main Activity,Restarted Estimote Timer at,08/06/2019 06:24:03.313
Estimote Timer,Started Estimote Service at,08/06/2019 06:24:03.526
Estimote Timer,No Activity at 1,08/06/2019 06:24:03.540
Main Activity,Failed to unregister battery information at,08/06/2019 06:24:05.795
Estimote Sensor,Killed Sensor at,08/06/2019 06:24:18.589
Estimote Service,Killed Estimote Service at,08/06/2019 06:24:18.601
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:25:33.416
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:26:03.492
Estimote Timer,Started Estimote Service at,08/06/2019 06:26:03.526
Estimote Timer,No Activity at 2,08/06/2019 06:26:03.539
Main Activity,Failed to unregister battery information at,08/06/2019 06:26:10.080
Estimote Sensor,Killed Sensor at,08/06/2019 06:26:18.565
Estimote Service,Killed Estimote Service at,08/06/2019 06:26:18.577
Main Activity,Failed to unregister battery information at,08/06/2019 06:26:40.371
Estimote Timer,Started Estimote Service at,08/06/2019 06:28:03.527
Estimote Timer,No Activity at 3,08/06/2019 06:28:03.542
Estimote Sensor,Killed Sensor at,08/06/2019 06:28:18.570
Estimote Service,Killed Estimote Service at,08/06/2019 06:28:18.582
Estimote Timer,Started Estimote Service at,08/06/2019 06:30:03.528
Estimote Timer,No Activity at 4,08/06/2019 06:30:03.542
Estimote Sensor,Killed Sensor at,08/06/2019 06:30:18.569
Estimote Service,Killed Estimote Service at,08/06/2019 06:30:18.581
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:30:33.418
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:31:03.496
Estimote Timer,Started Estimote Service at,08/06/2019 06:32:03.530
Estimote Timer,No Activity at 5,08/06/2019 06:32:03.545
Estimote Timer,Stopped the Estimote Timer,08/06/2019 06:32:03.556
Estimote Timer,Stopped Estimote Timer at,08/06/2019 06:32:03.569
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:35:33.419
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:36:03.495
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:40:33.421
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:41:03.478
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:45:33.422
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:46:03.506
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:50:33.423
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:51:03.503
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:55:33.427
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:56:03.499
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:00:33.428
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:01:03.498
Main Activity,Restarted Estimote Timer at,08/06/2019 07:01:43.808
Estimote Timer,Started Estimote Service at,08/06/2019 07:01:43.883
Estimote Timer,No Activity at 1,08/06/2019 07:01:43.919
Main Activity,Failed to unregister battery information at,08/06/2019 07:01:48.302
Estimote Sensor,Killed Sensor at,08/06/2019 07:01:58.991
Estimote Service,Killed Estimote Service at,08/06/2019 07:01:59.010
Followup EMA Scheduler Timer,(Re)Initiated at,08/06/2019 07:02:30.084
Followup EMA Scheduler Timer,Failed to Cancel at,08/06/2019 07:02:30.094
Estimote Timer,Started Estimote Service at,08/06/2019 07:03:43.885
Estimote Timer,No Activity at 2,08/06/2019 07:03:43.897
Estimote Sensor,Killed Sensor at,08/06/2019 07:03:58.925
Estimote Service,Killed Estimote Service at,08/06/2019 07:03:58.939
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:05:33.431
Estimote Timer,Started Estimote Service at,08/06/2019 07:05:43.886
Estimote Timer,No Activity at 3,08/06/2019 07:05:43.900
Estimote Sensor,Killed Sensor at,08/06/2019 07:05:58.925
Estimote Service,Killed Estimote Service at,08/06/2019 07:05:58.939
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:06:03.509
Estimote Timer,Started Estimote Service at,08/06/2019 07:07:43.888
Estimote Timer,No Activity at 4,08/06/2019 07:07:43.903
Estimote Sensor,Killed Sensor at,08/06/2019 07:07:58.932
Estimote Service,Killed Estimote Service at,08/06/2019 07:07:58.944
Estimote Timer,Started Estimote Service at,08/06/2019 07:09:43.891
Estimote Timer,No Activity at 5,08/06/2019 07:09:43.905
Estimote Timer,Stopped the Estimote Timer,08/06/2019 07:09:43.916
Estimote Timer,Stopped Estimote Timer at,08/06/2019 07:09:43.928
Estimote Timer,Started Estimote Service at,08/06/2019 07:09:46.415
Estimote Timer,No Activity at 1,08/06/2019 07:09:46.440
Estimote Sensor,Killed Sensor at,08/06/2019 07:10:01.476
Estimote Service,Killed Estimote Service at,08/06/2019 07:10:01.490
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:10:33.434
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:11:03.511
Estimote Timer,Started Estimote Service at,08/06/2019 07:11:46.409
Estimote Timer,Starting the Estimote,08/06/2019 07:11:46.434
Estimote Sensor,Killed Sensor at,08/06/2019 07:12:01.459
Estimote Service,Killed Estimote Service at,08/06/2019 07:12:01.472
Main Activity,Failed to unregister battery information at,08/06/2019 07:13:12.592
Estimote Timer,Started Estimote Service at,08/06/2019 07:13:46.411
Estimote Timer,No Activity at 1,08/06/2019 07:13:46.426
Estimote Sensor,Killed Sensor at,08/06/2019 07:14:01.453
Estimote Service,Killed Estimote Service at,08/06/2019 07:14:01.466
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:15:33.434
Estimote Timer,Started Estimote Service at,08/06/2019 07:15:46.413
Estimote Timer,No Activity at 2,08/06/2019 07:15:46.429
Estimote Sensor,Killed Sensor at,08/06/2019 07:16:01.458
Estimote Service,Killed Estimote Service at,08/06/2019 07:16:01.472
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:16:03.508
Estimote Timer,Started Estimote Service at,08/06/2019 07:17:46.416
Estimote Timer,No Activity at 3,08/06/2019 07:17:46.429
Estimote Sensor,Killed Sensor at,08/06/2019 07:18:01.453
Estimote Service,Killed Estimote Service at,08/06/2019 07:18:01.467
Estimote Timer,Started Estimote Service at,08/06/2019 07:19:46.417
Estimote Timer,No Activity at 4,08/06/2019 07:19:46.431
Estimote Sensor,Killed Sensor at,08/06/2019 07:20:01.458
Estimote Service,Killed Estimote Service at,08/06/2019 07:20:01.471
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:20:33.439
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:21:03.513
Estimote Timer,Started Estimote Service at,08/06/2019 07:21:46.419
Estimote Timer,Starting the Estimote,08/06/2019 07:21:46.441
Estimote Sensor,Killed Sensor at,08/06/2019 07:22:01.466
Estimote Service,Killed Estimote Service at,08/06/2019 07:22:01.477
Estimote Timer,Started Estimote Service at,08/06/2019 07:23:46.422
Estimote Timer,No Activity at 1,08/06/2019 07:23:46.437
Estimote Sensor,Killed Sensor at,08/06/2019 07:24:01.464
Estimote Service,Killed Estimote Service at,08/06/2019 07:24:01.475
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:25:33.440
Estimote Timer,Started Estimote Service at,08/06/2019 07:25:46.423
Estimote Timer,No Activity at 2,08/06/2019 07:25:46.436
Estimote Sensor,Killed Sensor at,08/06/2019 07:26:01.459
Estimote Service,Killed Estimote Service at,08/06/2019 07:26:01.471
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:26:03.508
Estimote Timer,Started Estimote Service at,08/06/2019 07:27:46.424
Estimote Timer,No Activity at 3,08/06/2019 07:27:46.438
Estimote Sensor,Killed Sensor at,08/06/2019 07:28:01.465
Estimote Service,Killed Estimote Service at,08/06/2019 07:28:01.476
Estimote Timer,Started Estimote Service at,08/06/2019 07:29:46.427
Estimote Timer,No Activity at 4,08/06/2019 07:29:46.443
Estimote Sensor,Killed Sensor at,08/06/2019 07:30:01.471
Estimote Service,Killed Estimote Service at,08/06/2019 07:30:01.483
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:30:33.441
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:31:03.510
Estimote Timer,Started Estimote Service at,08/06/2019 07:31:46.428
Estimote Timer,No Activity at 5,08/06/2019 07:31:46.443
Estimote Timer,Stopped the Estimote Timer,08/06/2019 07:31:46.454
Estimote Timer,Stopped Estimote Timer at,08/06/2019 07:31:46.467
Followup EMA Timer Scheduler,Started at,08/06/2019 07:32:30.114
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:35:33.442
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:36:03.504
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:40:33.442
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:41:03.522
Estimote Timer,Started Estimote Service at,08/06/2019 07:43:02.142
Estimote Timer,No Activity at 1,08/06/2019 07:43:02.156
Estimote Sensor,Killed Sensor at,08/06/2019 07:43:17.185
Estimote Service,Killed Estimote Service at,08/06/2019 07:43:17.198
Estimote Timer,Started Estimote Service at,08/06/2019 07:45:02.143
Estimote Timer,No Activity at 2,08/06/2019 07:45:02.157
Estimote Sensor,Killed Sensor at,08/06/2019 07:45:17.248
Estimote Service,Killed Estimote Service at,08/06/2019 07:45:17.262
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:45:33.444
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:46:03.518
Estimote Timer,Started Estimote Service at,08/06/2019 07:47:02.144
Estimote Timer,No Activity at 3,08/06/2019 07:47:02.158
Estimote Sensor,Killed Sensor at,08/06/2019 07:47:17.185
Estimote Service,Killed Estimote Service at,08/06/2019 07:47:17.208
Estimote Timer,Started Estimote Service at,08/06/2019 07:49:02.147
Estimote Timer,Starting the Estimote,08/06/2019 07:49:02.167
Estimote Sensor,Killed Sensor at,08/06/2019 07:49:17.195
Estimote Service,Killed Estimote Service at,08/06/2019 07:49:17.207
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 07:50:33.445
Estimote Timer,Started Estimote Service at,08/06/2019 07:51:02.156
Estimote Timer,No Activity at 1,08/06/2019 07:51:02.169
Heart Rate Sensor,Killed Sensor at,08/06/2019 07:51:03.505
Estimote Sensor,Killed Sensor at,08/06/2019 07:51:17.195
Estimote Service,Killed Estimote Service at,08/06/2019 07:51:17.209
Estimote Timer,Started Estimote Service at,08/06/2019 08:03:55.579
Estimote Timer,No Activity at 1,08/06/2019 08:03:55.631
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 08:03:55.748
Estimote Sensor,Killed Sensor at,08/06/2019 08:04:11.654
Estimote Service,Killed Estimote Service at,08/06/2019 08:04:11.670
Heart Rate Sensor,Killed Sensor at,08/06/2019 08:04:26.999
Estimote Timer,Started Estimote Service at,08/06/2019 08:05:55.572
Estimote Timer,Starting the Estimote,08/06/2019 08:05:55.604
Estimote Sensor,Killed Sensor at,08/06/2019 08:06:10.633
Estimote Service,Killed Estimote Service at,08/06/2019 08:06:10.647
Estimote Timer,Started Estimote Service at,08/06/2019 08:07:55.575
Estimote Timer,No Activity at 1,08/06/2019 08:07:55.592
Estimote Sensor,Killed Sensor at,08/06/2019 08:08:10.620
Estimote Service,Killed Estimote Service at,08/06/2019 08:08:10.635
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 08:08:55.725
Heart Rate Sensor,Killed Sensor at,08/06/2019 08:09:25.809
Estimote Timer,Started Estimote Service at,08/06/2019 08:09:55.577
Estimote Timer,No Activity at 2,08/06/2019 08:09:55.593
Estimote Sensor,Killed Sensor at,08/06/2019 08:10:10.621
Estimote Service,Killed Estimote Service at,08/06/2019 08:10:10.635
Estimote Timer,Started Estimote Service at,08/06/2019 08:11:55.579
Estimote Timer,No Activity at 3,08/06/2019 08:11:55.597
Estimote Sensor,Killed Sensor at,08/06/2019 08:12:10.627
Estimote Service,Killed Estimote Service at,08/06/2019 08:12:10.638
Estimote Timer,Started Estimote Service at,08/06/2019 08:13:55.581
Estimote Timer,No Activity at 4,08/06/2019 08:13:55.598
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 08:13:55.728
Estimote Sensor,Killed Sensor at,08/06/2019 08:14:10.626
Estimote Service,Killed Estimote Service at,08/06/2019 08:14:10.638
Heart Rate Sensor,Killed Sensor at,08/06/2019 08:14:25.809
Estimote Timer,Started Estimote Service at,08/06/2019 08:15:55.583
Estimote Timer,No Activity at 5,08/06/2019 08:15:55.597
Estimote Timer,Stopped the Estimote Timer,08/06/2019 08:15:55.605
Estimote Timer,Stopped Estimote Timer at,08/06/2019 08:15:55.617
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 08:18:55.730
Heart Rate Sensor,Killed Sensor at,08/06/2019 08:19:25.790
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 08:23:55.734
Heart Rate Sensor,Killed Sensor at,08/06/2019 08:24:25.810
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 08:28:55.732
Heart Rate Sensor,Killed Sensor at,08/06/2019 08:29:25.807
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 08:33:55.732
Heart Rate Sensor,Killed Sensor at,08/06/2019 08:34:25.808
Estimote Timer,Started Estimote Service at,08/06/2019 09:06:49.855
Estimote Timer,No Activity at 1,08/06/2019 09:06:49.873
Estimote Sensor,Killed Sensor at,08/06/2019 09:07:04.901
Estimote Service,Killed Estimote Service at,08/06/2019 09:07:04.914
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:07:36.730
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:08:06.802
Main Activity,Failed to unregister battery information at,08/06/2019 09:08:11.531
Estimote Timer,Started Estimote Service at,08/06/2019 09:08:49.856
Estimote Timer,No Activity at 2,08/06/2019 09:08:49.871
Estimote Sensor,Killed Sensor at,08/06/2019 09:09:04.898
Estimote Service,Killed Estimote Service at,08/06/2019 09:09:04.911
Main Activity,Failed to unregister battery information at,08/06/2019 09:10:46.793
Estimote Timer,Started Estimote Service at,08/06/2019 09:10:49.857
Estimote Timer,No Activity at 3,08/06/2019 09:10:49.872
Estimote Sensor,Killed Sensor at,08/06/2019 09:11:04.901
Estimote Service,Killed Estimote Service at,08/06/2019 09:11:04.913
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:12:36.727
Estimote Timer,Started Estimote Service at,08/06/2019 09:12:49.859
Estimote Timer,No Activity at 4,08/06/2019 09:12:49.874
Estimote Sensor,Killed Sensor at,08/06/2019 09:13:04.899
Estimote Service,Killed Estimote Service at,08/06/2019 09:13:04.911
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:13:06.791
Estimote Timer,Started Estimote Service at,08/06/2019 09:14:49.860
Estimote Timer,No Activity at 5,08/06/2019 09:14:49.875
Estimote Timer,Stopped the Estimote Timer,08/06/2019 09:14:49.887
Estimote Timer,Stopped Estimote Timer at,08/06/2019 09:14:49.900
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:17:36.728
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:18:06.802
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:22:36.730
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:23:06.880
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:27:36.731
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:28:06.805
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:32:36.733
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:33:06.808
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:37:36.734
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:38:06.813
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:42:36.736
Heart Rate Sensor,Killed Sensor at,08/06/2019 09:43:06.809
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 09:47:36.735
