Screen, Action, Date --- Time
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 15:53:49.043
Heart Rate Sensor,Killed Sensor at,08/06/2019 15:54:19.108
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 15:58:49.043
Heart Rate Sensor,Killed Sensor at,08/06/2019 15:59:19.102
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:03:49.045
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:04:19.114
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:08:49.048
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:09:19.124
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:13:49.049
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:14:19.114
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:18:49.049
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:19:19.114
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:23:49.049
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:24:19.114
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:28:49.049
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:29:19.113
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:33:49.050
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:34:19.145
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:38:49.051
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:39:19.115
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:43:49.053
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:44:19.124
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:48:49.055
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:49:19.117
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:53:49.056
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:54:19.119
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:58:49.057
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:59:19.127
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:03:49.058
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:04:19.120
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:08:49.059
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:09:19.128
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:13:49.060
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:14:19.126
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:18:49.063
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:19:19.128
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:23:49.065
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:24:19.135
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:28:49.066
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:29:19.152
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:33:49.067
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:34:19.129
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:38:49.068
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:39:19.144
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:43:49.071
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:44:19.132
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:48:49.072
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:49:19.132
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:53:49.074
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:54:19.138
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:58:49.076
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:59:19.145
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:03:49.076
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:04:19.136
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:08:49.077
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:09:19.149
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:13:49.077
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:14:19.141
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:18:49.077
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:19:19.141
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:23:49.080
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:24:19.152
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:28:49.081
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:29:19.148
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:33:49.083
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:34:19.149
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:38:49.083
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:39:19.148
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:43:49.086
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:44:19.157
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:48:49.086
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:49:19.154
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:53:49.088
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:54:19.147
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:58:49.088
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:59:19.155
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:03:49.088
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:04:19.150
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:08:49.089
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:09:19.152
Main Activity,Restarted Estimote Timer at,08/06/2019 19:12:11.626
Estimote Timer,Started Estimote Service at,08/06/2019 19:12:11.687
Estimote Timer,No Activity at 1,08/06/2019 19:12:11.701
Estimote Sensor,Killed Sensor at,08/06/2019 19:12:26.913
Estimote Service,Killed Estimote Service at,08/06/2019 19:12:26.993
Main Activity,Failed to unregister battery information at,08/06/2019 19:12:41.051
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:13:49.091
Estimote Timer,Started Estimote Service at,08/06/2019 19:14:11.688
Estimote Timer,No Activity at 2,08/06/2019 19:14:11.702
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:14:19.157
Estimote Sensor,Killed Sensor at,08/06/2019 19:14:26.726
Estimote Service,Killed Estimote Service at,08/06/2019 19:14:26.738
Estimote Timer,Started Estimote Service at,08/06/2019 19:16:11.690
Estimote Timer,No Activity at 3,08/06/2019 19:16:11.701
Estimote Sensor,Killed Sensor at,08/06/2019 19:16:26.724
Estimote Service,Killed Estimote Service at,08/06/2019 19:16:26.736
Estimote Timer,Started Estimote Service at,08/06/2019 19:18:11.690
Estimote Timer,No Activity at 4,08/06/2019 19:18:11.704
Estimote Sensor,Killed Sensor at,08/06/2019 19:18:26.726
Estimote Service,Killed Estimote Service at,08/06/2019 19:18:26.739
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:18:49.092
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:19:19.161
Estimote Timer,Started Estimote Service at,08/06/2019 19:20:11.692
Estimote Timer,No Activity at 5,08/06/2019 19:20:11.707
Estimote Timer,Stopped the Estimote Timer,08/06/2019 19:20:11.715
Estimote Timer,Stopped Estimote Timer at,08/06/2019 19:20:11.725
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:23:49.095
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:24:19.158
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:28:49.094
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:29:19.154
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:33:49.095
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:34:19.160
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:38:49.097
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:39:19.171
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:43:49.099
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:44:19.173
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:48:49.100
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:49:19.171
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:53:49.102
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:54:19.176
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:58:49.103
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:59:19.164
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:03:49.105
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:04:19.163
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:08:49.106
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:09:19.174
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:13:49.106
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:14:19.172
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:18:49.107
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:19:19.172
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:23:49.110
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:24:19.184
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:28:49.110
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:29:19.175
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:33:49.112
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:34:19.175
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:38:49.114
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:39:19.177
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:43:49.116
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:44:19.175
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:48:49.116
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:49:19.181
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:53:49.116
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:54:19.179
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:58:49.117
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:59:19.184
