Screen, Action, Date --- Time
Estimote Timer,Stopped the Estimote Timer,08/06/2019 18:34:42.148
Estimote Timer,Stopped Estimote Timer at,08/06/2019 18:34:42.160
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:36:12.548
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:36:42.627
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:41:12.550
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:41:42.621
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:46:12.551
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:46:42.621
Main Activity,Restarted Estimote Timer at,08/06/2019 18:50:16.557
Estimote Timer,Started Estimote Service at,08/06/2019 18:50:16.627
Estimote Timer,No Activity at 1,08/06/2019 18:50:16.652
Main Activity,Failed to unregister battery information at,08/06/2019 18:50:18.742
Estimote Sensor,Killed Sensor at,08/06/2019 18:50:31.708
Estimote Service,Killed Estimote Service at,08/06/2019 18:50:31.723
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:51:12.552
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:51:42.623
Estimote Timer,Started Estimote Service at,08/06/2019 18:52:16.627
Estimote Timer,No Activity at 2,08/06/2019 18:52:16.642
Estimote Sensor,Killed Sensor at,08/06/2019 18:52:31.666
Estimote Service,Killed Estimote Service at,08/06/2019 18:52:31.677
Estimote Timer,Started Estimote Service at,08/06/2019 18:54:16.629
Estimote Timer,No Activity at 3,08/06/2019 18:54:16.641
Estimote Sensor,Killed Sensor at,08/06/2019 18:54:31.665
Estimote Service,Killed Estimote Service at,08/06/2019 18:54:31.677
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 18:56:12.553
Estimote Timer,Started Estimote Service at,08/06/2019 18:56:16.630
Estimote Timer,No Activity at 4,08/06/2019 18:56:16.644
Estimote Sensor,Killed Sensor at,08/06/2019 18:56:31.669
Estimote Service,Killed Estimote Service at,08/06/2019 18:56:31.682
Heart Rate Sensor,Killed Sensor at,08/06/2019 18:56:42.630
Estimote Timer,Started Estimote Service at,08/06/2019 18:58:16.632
Estimote Timer,No Activity at 5,08/06/2019 18:58:16.646
Estimote Timer,Stopped the Estimote Timer,08/06/2019 18:58:16.657
Estimote Timer,Stopped Estimote Timer at,08/06/2019 18:58:16.669
Estimote Timer,Started Estimote Service at,08/06/2019 18:58:28.672
Estimote Timer,No Activity at 1,08/06/2019 18:58:28.689
Estimote Sensor,Killed Sensor at,08/06/2019 18:58:43.713
Estimote Service,Killed Estimote Service at,08/06/2019 18:58:43.726
Estimote Timer,Started Estimote Service at,08/06/2019 19:00:28.672
Estimote Timer,No Activity at 2,08/06/2019 19:00:28.688
Estimote Sensor,Killed Sensor at,08/06/2019 19:00:43.719
Estimote Service,Killed Estimote Service at,08/06/2019 19:00:43.728
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:01:12.555
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:01:42.624
Estimote Timer,Started Estimote Service at,08/06/2019 19:02:28.673
Estimote Timer,No Activity at 3,08/06/2019 19:02:28.687
Main Activity,Failed to unregister battery information at,08/06/2019 19:02:31.273
Estimote Sensor,Killed Sensor at,08/06/2019 19:02:43.735
Estimote Service,Killed Estimote Service at,08/06/2019 19:02:43.748
Estimote Timer,Started Estimote Service at,08/06/2019 19:04:28.674
Estimote Timer,No Activity at 4,08/06/2019 19:04:28.687
Estimote Sensor,Killed Sensor at,08/06/2019 19:04:43.713
Estimote Service,Killed Estimote Service at,08/06/2019 19:04:43.725
Main Activity,Failed to unregister battery information at,08/06/2019 19:05:23.658
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:06:12.557
Estimote Timer,Started Estimote Service at,08/06/2019 19:06:28.675
Estimote Timer,Starting the Estimote,08/06/2019 19:06:28.694
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:06:42.631
Estimote Sensor,Killed Sensor at,08/06/2019 19:06:43.717
Estimote Service,Killed Estimote Service at,08/06/2019 19:06:43.728
Estimote Timer,Started Estimote Service at,08/06/2019 19:08:28.675
Estimote Timer,No Activity at 1,08/06/2019 19:08:28.685
Estimote Sensor,Killed Sensor at,08/06/2019 19:08:43.709
Estimote Service,Killed Estimote Service at,08/06/2019 19:08:43.718
