Screen, Action, Date --- Time
Estimote Sensor,Killed Sensor at,08/05/2019 19:36:52.855
Estimote Service,Killed Estimote Service at,08/05/2019 19:36:52.869
Estimote Timer,Started Estimote Service at,08/05/2019 19:38:37.814
Estimote Timer,No Activity at 3,08/05/2019 19:38:37.830
Estimote Sensor,Killed Sensor at,08/05/2019 19:38:52.857
Estimote Service,Killed Estimote Service at,08/05/2019 19:38:52.871
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 19:40:14.432
Estimote Timer,Started Estimote Service at,08/05/2019 19:40:37.816
Estimote Timer,No Activity at 4,08/05/2019 19:40:37.832
Heart Rate Sensor,Killed Sensor at,08/05/2019 19:40:44.508
Estimote Sensor,Killed Sensor at,08/05/2019 19:40:52.860
Estimote Service,Killed Estimote Service at,08/05/2019 19:40:52.874
Estimote Timer,Started Estimote Service at,08/05/2019 19:42:37.816
Estimote Timer,No Activity at 5,08/05/2019 19:42:37.830
Estimote Timer,Stopped the Estimote Timer,08/05/2019 19:42:37.841
Estimote Timer,Stopped Estimote Timer at,08/05/2019 19:42:37.853
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 19:45:14.433
Heart Rate Sensor,Killed Sensor at,08/05/2019 19:45:44.525
Main Activity,Restarted Estimote Timer at,08/05/2019 19:49:36.477
Estimote Timer,Started Estimote Service at,08/05/2019 19:49:36.578
Estimote Timer,No Activity at 1,08/05/2019 19:49:36.644
Main Activity,Failed to unregister battery information at,08/05/2019 19:49:44.976
Main Activity,Failed to unregister battery information at,08/05/2019 19:49:48.189
Estimote Sensor,Killed Sensor at,08/05/2019 19:49:51.727
Estimote Service,Killed Estimote Service at,08/05/2019 19:49:51.740
Main Activity,Failed to unregister battery information at,08/05/2019 19:49:52.797
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 19:50:14.436
Heart Rate Sensor,Killed Sensor at,08/05/2019 19:50:44.505
Estimote Timer,Started Estimote Service at,08/05/2019 19:51:36.600
Estimote Timer,No Activity at 2,08/05/2019 19:51:36.619
Estimote Sensor,Killed Sensor at,08/05/2019 19:51:51.647
Estimote Service,Killed Estimote Service at,08/05/2019 19:51:51.660
Estimote Timer,Started Estimote Service at,08/05/2019 19:53:36.602
Estimote Timer,No Activity at 3,08/05/2019 19:53:36.617
Estimote Sensor,Killed Sensor at,08/05/2019 19:53:51.644
Estimote Service,Killed Estimote Service at,08/05/2019 19:53:51.657
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 19:55:14.436
Estimote Timer,Started Estimote Service at,08/05/2019 19:55:36.604
Estimote Timer,No Activity at 4,08/05/2019 19:55:36.621
Heart Rate Sensor,Killed Sensor at,08/05/2019 19:55:44.511
Estimote Sensor,Killed Sensor at,08/05/2019 19:55:51.648
Estimote Service,Killed Estimote Service at,08/05/2019 19:55:51.659
Estimote Timer,Started Estimote Service at,08/05/2019 19:57:36.606
Estimote Timer,No Activity at 5,08/05/2019 19:57:36.621
Estimote Timer,Stopped the Estimote Timer,08/05/2019 19:57:36.631
Estimote Timer,Stopped Estimote Timer at,08/05/2019 19:57:36.644
Estimote Timer,Started Estimote Service at,08/05/2019 19:59:59.799
Estimote Timer,No Activity at 1,08/05/2019 19:59:59.815
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:00:14.437
Estimote Sensor,Killed Sensor at,08/05/2019 20:00:14.843
Estimote Service,Killed Estimote Service at,08/05/2019 20:00:14.857
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:00:44.511
Estimote Timer,Started Estimote Service at,08/05/2019 20:01:59.798
Estimote Timer,No Activity at 2,08/05/2019 20:01:59.812
Estimote Sensor,Killed Sensor at,08/05/2019 20:02:14.843
Estimote Service,Killed Estimote Service at,08/05/2019 20:02:14.856
Estimote Timer,Started Estimote Service at,08/05/2019 20:03:59.798
Estimote Timer,No Activity at 3,08/05/2019 20:03:59.810
Estimote Sensor,Killed Sensor at,08/05/2019 20:04:14.837
Estimote Service,Killed Estimote Service at,08/05/2019 20:04:14.850
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:05:14.438
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:05:44.512
Estimote Timer,Started Estimote Service at,08/05/2019 20:05:59.798
Estimote Timer,No Activity at 4,08/05/2019 20:05:59.812
Estimote Sensor,Killed Sensor at,08/05/2019 20:06:14.840
Estimote Service,Killed Estimote Service at,08/05/2019 20:06:14.852
Estimote Timer,Started Estimote Service at,08/05/2019 20:07:59.800
Estimote Timer,No Activity at 5,08/05/2019 20:07:59.813
Estimote Timer,Stopped the Estimote Timer,08/05/2019 20:07:59.825
Estimote Timer,Stopped Estimote Timer at,08/05/2019 20:07:59.835
Estimote Timer,Started Estimote Service at,08/05/2019 20:08:04.984
Estimote Timer,No Activity at 1,08/05/2019 20:08:05.000
Estimote Sensor,Killed Sensor at,08/05/2019 20:08:20.027
Estimote Service,Killed Estimote Service at,08/05/2019 20:08:20.039
Estimote Timer,Started Estimote Service at,08/05/2019 20:10:04.984
Estimote Timer,No Activity at 2,08/05/2019 20:10:04.998
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:10:14.439
Estimote Sensor,Killed Sensor at,08/05/2019 20:10:20.031
Estimote Service,Killed Estimote Service at,08/05/2019 20:10:20.044
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:10:44.515
Estimote Timer,Started Estimote Service at,08/05/2019 20:12:04.986
Estimote Timer,No Activity at 3,08/05/2019 20:12:05.009
Estimote Sensor,Killed Sensor at,08/05/2019 20:12:20.042
Estimote Service,Killed Estimote Service at,08/05/2019 20:12:20.055
Estimote Timer,Started Estimote Service at,08/05/2019 20:14:04.987
Estimote Timer,No Activity at 4,08/05/2019 20:14:05.001
Estimote Sensor,Killed Sensor at,08/05/2019 20:14:20.028
Estimote Service,Killed Estimote Service at,08/05/2019 20:14:20.061
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:15:14.440
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:15:44.518
Estimote Timer,Started Estimote Service at,08/05/2019 20:16:04.989
Estimote Timer,No Activity at 5,08/05/2019 20:16:05.003
Estimote Timer,Stopped the Estimote Timer,08/05/2019 20:16:05.012
Estimote Timer,Stopped Estimote Timer at,08/05/2019 20:16:05.025
Estimote Timer,Started Estimote Service at,08/05/2019 20:17:27.896
Estimote Timer,No Activity at 1,08/05/2019 20:17:27.913
Estimote Sensor,Killed Sensor at,08/05/2019 20:17:42.940
Estimote Service,Killed Estimote Service at,08/05/2019 20:17:42.952
Estimote Timer,Started Estimote Service at,08/05/2019 20:19:27.895
Estimote Timer,No Activity at 2,08/05/2019 20:19:27.908
Estimote Sensor,Killed Sensor at,08/05/2019 20:19:42.934
Estimote Service,Killed Estimote Service at,08/05/2019 20:19:42.947
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:20:14.441
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:20:44.503
Estimote Timer,Started Estimote Service at,08/05/2019 20:21:27.896
Estimote Timer,No Activity at 3,08/05/2019 20:21:27.910
Estimote Sensor,Killed Sensor at,08/05/2019 20:21:42.935
Estimote Service,Killed Estimote Service at,08/05/2019 20:21:42.956
Estimote Timer,Started Estimote Service at,08/05/2019 20:23:27.898
Estimote Timer,No Activity at 4,08/05/2019 20:23:27.912
Estimote Sensor,Killed Sensor at,08/05/2019 20:23:42.939
Estimote Service,Killed Estimote Service at,08/05/2019 20:23:42.950
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:25:14.444
Estimote Timer,Started Estimote Service at,08/05/2019 20:25:27.900
Estimote Timer,No Activity at 5,08/05/2019 20:25:27.916
Estimote Timer,Stopped the Estimote Timer,08/05/2019 20:25:27.926
Estimote Timer,Stopped Estimote Timer at,08/05/2019 20:25:27.938
Estimote Timer,Started Estimote Service at,08/05/2019 20:25:33.046
Estimote Timer,No Activity at 1,08/05/2019 20:25:33.061
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:25:44.523
Estimote Sensor,Killed Sensor at,08/05/2019 20:25:48.086
Estimote Service,Killed Estimote Service at,08/05/2019 20:25:48.098
Estimote Timer,Started Estimote Service at,08/05/2019 20:27:33.046
Estimote Timer,No Activity at 2,08/05/2019 20:27:33.063
Estimote Sensor,Killed Sensor at,08/05/2019 20:27:48.091
Estimote Service,Killed Estimote Service at,08/05/2019 20:27:48.103
Estimote Timer,Started Estimote Service at,08/05/2019 20:29:33.047
Estimote Timer,No Activity at 3,08/05/2019 20:29:33.063
Estimote Sensor,Killed Sensor at,08/05/2019 20:29:48.113
Estimote Service,Killed Estimote Service at,08/05/2019 20:29:48.127
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:30:14.444
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:30:44.517
Estimote Timer,Started Estimote Service at,08/05/2019 20:31:33.049
Estimote Timer,No Activity at 4,08/05/2019 20:31:33.065
Estimote Sensor,Killed Sensor at,08/05/2019 20:31:48.092
Estimote Service,Killed Estimote Service at,08/05/2019 20:31:48.104
Estimote Timer,Started Estimote Service at,08/05/2019 20:33:33.049
Estimote Timer,No Activity at 5,08/05/2019 20:33:33.063
Estimote Timer,Stopped the Estimote Timer,08/05/2019 20:33:33.075
Estimote Timer,Stopped Estimote Timer at,08/05/2019 20:33:33.089
Estimote Timer,Started Estimote Service at,08/05/2019 20:33:38.190
Estimote Timer,No Activity at 1,08/05/2019 20:33:38.205
Estimote Sensor,Killed Sensor at,08/05/2019 20:33:53.232
Estimote Service,Killed Estimote Service at,08/05/2019 20:33:53.245
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:35:14.444
Estimote Timer,Started Estimote Service at,08/05/2019 20:35:38.190
Estimote Timer,No Activity at 2,08/05/2019 20:35:38.208
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:35:44.507
Estimote Sensor,Killed Sensor at,08/05/2019 20:35:53.237
Estimote Service,Killed Estimote Service at,08/05/2019 20:35:53.296
Estimote Timer,Started Estimote Service at,08/05/2019 20:37:38.192
Estimote Timer,No Activity at 3,08/05/2019 20:37:38.208
Estimote Sensor,Killed Sensor at,08/05/2019 20:37:53.266
Estimote Service,Killed Estimote Service at,08/05/2019 20:37:53.277
Estimote Timer,Started Estimote Service at,08/05/2019 20:39:38.192
Estimote Timer,No Activity at 4,08/05/2019 20:39:38.235
Estimote Sensor,Killed Sensor at,08/05/2019 20:39:53.263
Estimote Service,Killed Estimote Service at,08/05/2019 20:39:53.289
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:40:14.445
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:40:44.550
Main Activity,Failed to unregister battery information at,08/05/2019 20:40:50.645
Estimote Timer,Started Estimote Service at,08/05/2019 20:41:38.193
Estimote Timer,Starting the Estimote,08/05/2019 20:41:38.216
Estimote Sensor,Killed Sensor at,08/05/2019 20:41:53.243
Estimote Service,Killed Estimote Service at,08/05/2019 20:41:53.257
Estimote Timer,Started Estimote Service at,08/05/2019 20:43:38.196
Estimote Timer,No Activity at 1,08/05/2019 20:43:38.210
Estimote Sensor,Killed Sensor at,08/05/2019 20:43:53.233
Estimote Service,Killed Estimote Service at,08/05/2019 20:43:53.247
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:45:14.447
Estimote Timer,Started Estimote Service at,08/05/2019 20:45:38.197
Estimote Timer,No Activity at 2,08/05/2019 20:45:38.214
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:45:44.521
Estimote Sensor,Killed Sensor at,08/05/2019 20:45:53.241
Estimote Service,Killed Estimote Service at,08/05/2019 20:45:53.253
Estimote Timer,Started Estimote Service at,08/05/2019 20:47:38.198
Estimote Timer,No Activity at 3,08/05/2019 20:47:38.211
Estimote Sensor,Killed Sensor at,08/05/2019 20:47:53.240
Estimote Service,Killed Estimote Service at,08/05/2019 20:47:53.255
Estimote Timer,Started Estimote Service at,08/05/2019 20:49:38.199
Estimote Timer,No Activity at 4,08/05/2019 20:49:38.213
Estimote Sensor,Killed Sensor at,08/05/2019 20:49:53.239
Estimote Service,Killed Estimote Service at,08/05/2019 20:49:53.251
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:50:14.448
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:50:44.517
Estimote Timer,Started Estimote Service at,08/05/2019 20:51:38.202
Estimote Timer,No Activity at 5,08/05/2019 20:51:38.218
Estimote Timer,Stopped the Estimote Timer,08/05/2019 20:51:38.228
Estimote Timer,Stopped Estimote Timer at,08/05/2019 20:51:38.239
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 20:55:14.449
Estimote Timer,Started Estimote Service at,08/05/2019 20:55:25.923
Estimote Timer,No Activity at 1,08/05/2019 20:55:25.940
Estimote Sensor,Killed Sensor at,08/05/2019 20:55:40.965
Estimote Service,Killed Estimote Service at,08/05/2019 20:55:40.978
Heart Rate Sensor,Killed Sensor at,08/05/2019 20:55:44.523
Estimote Timer,Started Estimote Service at,08/05/2019 20:57:25.924
Estimote Timer,No Activity at 2,08/05/2019 20:57:25.940
Estimote Sensor,Killed Sensor at,08/05/2019 20:57:40.981
Estimote Service,Killed Estimote Service at,08/05/2019 20:57:40.994
Estimote Timer,Started Estimote Service at,08/05/2019 20:59:25.925
Estimote Timer,No Activity at 3,08/05/2019 20:59:25.941
Estimote Sensor,Killed Sensor at,08/05/2019 20:59:40.970
Estimote Service,Killed Estimote Service at,08/05/2019 20:59:40.982
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:00:14.451
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:00:44.522
Estimote Timer,Started Estimote Service at,08/05/2019 21:01:25.927
Estimote Timer,No Activity at 4,08/05/2019 21:01:25.941
Estimote Sensor,Killed Sensor at,08/05/2019 21:01:40.967
Estimote Service,Killed Estimote Service at,08/05/2019 21:01:40.980
Estimote Timer,Started Estimote Service at,08/05/2019 21:03:25.928
Estimote Timer,No Activity at 5,08/05/2019 21:03:25.942
Estimote Timer,Stopped the Estimote Timer,08/05/2019 21:03:25.951
Estimote Timer,Stopped Estimote Timer at,08/05/2019 21:03:25.963
Main Activity,Restarted Estimote Timer at,08/05/2019 21:04:22.335
Estimote Timer,Started Estimote Service at,08/05/2019 21:04:22.480
Estimote Timer,No Activity at 1,08/05/2019 21:04:22.510
Main Activity,Failed to unregister battery information at,08/05/2019 21:04:28.256
Estimote Sensor,Killed Sensor at,08/05/2019 21:04:37.560
Estimote Service,Killed Estimote Service at,08/05/2019 21:04:37.572
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:05:14.452
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:05:44.517
Estimote Timer,Started Estimote Service at,08/05/2019 21:06:22.478
Estimote Timer,No Activity at 2,08/05/2019 21:06:22.491
Estimote Sensor,Killed Sensor at,08/05/2019 21:06:37.517
Estimote Service,Killed Estimote Service at,08/05/2019 21:06:37.531
Estimote Timer,Started Estimote Service at,08/05/2019 21:08:22.479
Estimote Timer,No Activity at 3,08/05/2019 21:08:22.500
Estimote Sensor,Killed Sensor at,08/05/2019 21:08:37.527
Estimote Service,Killed Estimote Service at,08/05/2019 21:08:37.538
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:10:14.452
Estimote Timer,Started Estimote Service at,08/05/2019 21:10:22.481
Estimote Timer,No Activity at 4,08/05/2019 21:10:22.496
Estimote Sensor,Killed Sensor at,08/05/2019 21:10:37.525
Estimote Service,Killed Estimote Service at,08/05/2019 21:10:37.537
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:10:44.526
Estimote Timer,Started Estimote Service at,08/05/2019 21:12:22.483
Estimote Timer,No Activity at 5,08/05/2019 21:12:22.496
Estimote Timer,Stopped the Estimote Timer,08/05/2019 21:12:22.504
Estimote Timer,Stopped Estimote Timer at,08/05/2019 21:12:22.516
Estimote Timer,Started Estimote Service at,08/05/2019 21:14:44.049
Estimote Timer,No Activity at 1,08/05/2019 21:14:44.064
Estimote Sensor,Killed Sensor at,08/05/2019 21:14:59.091
Estimote Service,Killed Estimote Service at,08/05/2019 21:14:59.104
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:15:14.453
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:15:44.525
Estimote Timer,Started Estimote Service at,08/05/2019 21:16:44.050
Estimote Timer,No Activity at 2,08/05/2019 21:16:44.065
Estimote Sensor,Killed Sensor at,08/05/2019 21:16:59.089
Estimote Service,Killed Estimote Service at,08/05/2019 21:16:59.101
Estimote Timer,Started Estimote Service at,08/05/2019 21:18:44.050
Estimote Timer,No Activity at 3,08/05/2019 21:18:44.065
Estimote Sensor,Killed Sensor at,08/05/2019 21:18:59.090
Estimote Service,Killed Estimote Service at,08/05/2019 21:18:59.103
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:20:14.453
Estimote Timer,Started Estimote Service at,08/05/2019 21:20:44.051
Estimote Timer,No Activity at 4,08/05/2019 21:20:44.068
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:20:44.515
Estimote Sensor,Killed Sensor at,08/05/2019 21:20:59.094
Estimote Service,Killed Estimote Service at,08/05/2019 21:20:59.105
Estimote Timer,Started Estimote Service at,08/05/2019 21:22:44.051
Estimote Timer,No Activity at 5,08/05/2019 21:22:44.065
Estimote Timer,Stopped the Estimote Timer,08/05/2019 21:22:44.074
Estimote Timer,Stopped Estimote Timer at,08/05/2019 21:22:44.085
Estimote Timer,Started Estimote Service at,08/05/2019 21:23:16.546
Estimote Timer,No Activity at 1,08/05/2019 21:23:16.562
Estimote Sensor,Killed Sensor at,08/05/2019 21:23:31.584
Estimote Service,Killed Estimote Service at,08/05/2019 21:23:31.605
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:25:14.454
Estimote Timer,Started Estimote Service at,08/05/2019 21:25:16.546
Estimote Timer,No Activity at 2,08/05/2019 21:25:16.568
Estimote Sensor,Killed Sensor at,08/05/2019 21:25:31.592
Estimote Service,Killed Estimote Service at,08/05/2019 21:25:31.604
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:25:44.519
Estimote Timer,Started Estimote Service at,08/05/2019 21:27:16.549
Estimote Timer,No Activity at 3,08/05/2019 21:27:16.565
Estimote Sensor,Killed Sensor at,08/05/2019 21:27:31.615
Estimote Service,Killed Estimote Service at,08/05/2019 21:27:31.628
Estimote Timer,Started Estimote Service at,08/05/2019 21:29:16.549
Estimote Timer,No Activity at 4,08/05/2019 21:29:16.564
Estimote Sensor,Killed Sensor at,08/05/2019 21:29:31.589
Estimote Service,Killed Estimote Service at,08/05/2019 21:29:31.604
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:30:14.455
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:30:44.531
Estimote Timer,Started Estimote Service at,08/05/2019 21:31:16.551
Estimote Timer,Starting the Estimote,08/05/2019 21:31:16.575
Estimote Sensor,Killed Sensor at,08/05/2019 21:31:31.602
Estimote Service,Killed Estimote Service at,08/05/2019 21:31:31.615
Estimote Timer,Started Estimote Service at,08/05/2019 21:33:16.553
Estimote Timer,No Activity at 1,08/05/2019 21:33:16.567
Estimote Sensor,Killed Sensor at,08/05/2019 21:33:31.591
Estimote Service,Killed Estimote Service at,08/05/2019 21:33:31.602
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:35:14.455
Estimote Timer,Started Estimote Service at,08/05/2019 21:35:16.554
Estimote Timer,No Activity at 2,08/05/2019 21:35:16.568
Estimote Sensor,Killed Sensor at,08/05/2019 21:35:31.594
Estimote Service,Killed Estimote Service at,08/05/2019 21:35:31.605
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:35:44.517
Estimote Timer,Started Estimote Service at,08/05/2019 21:37:16.555
Estimote Timer,No Activity at 3,08/05/2019 21:37:16.569
Estimote Sensor,Killed Sensor at,08/05/2019 21:37:31.595
Estimote Service,Killed Estimote Service at,08/05/2019 21:37:31.608
Estimote Timer,Started Estimote Service at,08/05/2019 21:39:16.557
Estimote Timer,No Activity at 4,08/05/2019 21:39:16.573
Estimote Sensor,Killed Sensor at,08/05/2019 21:39:31.603
Estimote Service,Killed Estimote Service at,08/05/2019 21:39:31.615
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:40:14.460
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:40:44.532
Estimote Timer,Started Estimote Service at,08/05/2019 21:41:16.559
Estimote Timer,Starting the Estimote,08/05/2019 21:41:16.582
Estimote Sensor,Killed Sensor at,08/05/2019 21:41:31.612
Estimote Service,Killed Estimote Service at,08/05/2019 21:41:31.625
Estimote Timer,Started Estimote Service at,08/05/2019 21:43:16.561
Estimote Timer,No Activity at 1,08/05/2019 21:43:16.576
Estimote Sensor,Killed Sensor at,08/05/2019 21:43:31.602
Estimote Service,Killed Estimote Service at,08/05/2019 21:43:31.615
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:45:14.460
Estimote Timer,Started Estimote Service at,08/05/2019 21:45:16.563
Estimote Timer,No Activity at 2,08/05/2019 21:45:16.579
Estimote Sensor,Killed Sensor at,08/05/2019 21:45:31.604
Estimote Service,Killed Estimote Service at,08/05/2019 21:45:31.618
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:45:44.519
Estimote Timer,Started Estimote Service at,08/05/2019 21:47:16.566
Estimote Timer,No Activity at 3,08/05/2019 21:47:16.582
Estimote Sensor,Killed Sensor at,08/05/2019 21:47:31.607
Estimote Service,Killed Estimote Service at,08/05/2019 21:47:31.619
Estimote Timer,Started Estimote Service at,08/05/2019 21:49:16.567
Estimote Timer,No Activity at 4,08/05/2019 21:49:16.582
Estimote Sensor,Killed Sensor at,08/05/2019 21:49:31.610
Estimote Service,Killed Estimote Service at,08/05/2019 21:49:31.623
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:50:14.462
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:50:44.525
Estimote Timer,Started Estimote Service at,08/05/2019 21:51:16.569
Estimote Timer,No Activity at 5,08/05/2019 21:51:16.585
Estimote Timer,Stopped the Estimote Timer,08/05/2019 21:51:16.597
Estimote Timer,Stopped Estimote Timer at,08/05/2019 21:51:16.610
Estimote Timer,Started Estimote Service at,08/05/2019 21:52:24.818
Estimote Timer,No Activity at 1,08/05/2019 21:52:24.834
Estimote Sensor,Killed Sensor at,08/05/2019 21:52:39.858
Estimote Service,Killed Estimote Service at,08/05/2019 21:52:39.872
Estimote Timer,Started Estimote Service at,08/05/2019 21:54:24.818
Estimote Timer,No Activity at 2,08/05/2019 21:54:24.834
Estimote Sensor,Killed Sensor at,08/05/2019 21:54:39.861
Estimote Service,Killed Estimote Service at,08/05/2019 21:54:39.875
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 21:55:14.463
Heart Rate Sensor,Killed Sensor at,08/05/2019 21:55:44.535
Estimote Timer,Started Estimote Service at,08/05/2019 21:56:24.818
Estimote Timer,No Activity at 3,08/05/2019 21:56:24.834
Estimote Sensor,Killed Sensor at,08/05/2019 21:56:39.857
Estimote Service,Killed Estimote Service at,08/05/2019 21:56:39.870
Estimote Timer,Started Estimote Service at,08/05/2019 21:58:24.819
Estimote Timer,No Activity at 4,08/05/2019 21:58:24.835
Estimote Sensor,Killed Sensor at,08/05/2019 21:58:39.872
Estimote Service,Killed Estimote Service at,08/05/2019 21:58:39.884
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 22:00:14.464
Estimote Timer,Started Estimote Service at,08/05/2019 22:00:24.821
Estimote Timer,No Activity at 5,08/05/2019 22:00:24.850
Estimote Timer,Stopped the Estimote Timer,08/05/2019 22:00:24.861
Estimote Timer,Stopped Estimote Timer at,08/05/2019 22:00:24.889
Heart Rate Sensor,Killed Sensor at,08/05/2019 22:00:44.539
Estimote Timer,Started Estimote Service at,08/05/2019 22:01:54.930
Estimote Timer,No Activity at 1,08/05/2019 22:01:54.946
Estimote Sensor,Killed Sensor at,08/05/2019 22:02:09.973
Estimote Service,Killed Estimote Service at,08/05/2019 22:02:09.985
Estimote Timer,Started Estimote Service at,08/05/2019 22:03:54.931
Estimote Timer,No Activity at 2,08/05/2019 22:03:54.944
Estimote Sensor,Killed Sensor at,08/05/2019 22:04:09.972
Estimote Service,Killed Estimote Service at,08/05/2019 22:04:09.985
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 22:05:14.466
Heart Rate Sensor,Killed Sensor at,08/05/2019 22:05:44.524
Estimote Timer,Started Estimote Service at,08/05/2019 22:05:54.932
Estimote Timer,No Activity at 3,08/05/2019 22:05:54.948
Estimote Sensor,Killed Sensor at,08/05/2019 22:06:09.979
Estimote Service,Killed Estimote Service at,08/05/2019 22:06:09.992
Estimote Timer,Started Estimote Service at,08/05/2019 22:07:54.933
Estimote Timer,No Activity at 4,08/05/2019 22:07:54.948
Estimote Sensor,Killed Sensor at,08/05/2019 22:08:09.972
Estimote Service,Killed Estimote Service at,08/05/2019 22:08:09.984
Estimote Timer,Started Estimote Service at,08/05/2019 22:09:54.934
Estimote Timer,No Activity at 5,08/05/2019 22:09:54.948
Estimote Timer,Stopped the Estimote Timer,08/05/2019 22:09:54.958
Estimote Timer,Stopped Estimote Timer at,08/05/2019 22:09:54.970
Estimote Timer,Started Estimote Service at,08/05/2019 22:10:02.484
Estimote Timer,No Activity at 1,08/05/2019 22:10:02.500
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 22:10:14.466
Estimote Sensor,Killed Sensor at,08/05/2019 22:10:17.544
Estimote Service,Killed Estimote Service at,08/05/2019 22:10:17.556
Heart Rate Sensor,Killed Sensor at,08/05/2019 22:10:44.539
Estimote Timer,Started Estimote Service at,08/05/2019 22:12:02.485
Estimote Timer,No Activity at 2,08/05/2019 22:12:02.515
Estimote Sensor,Killed Sensor at,08/05/2019 22:12:17.546
Estimote Service,Killed Estimote Service at,08/05/2019 22:12:17.558
Estimote Timer,Started Estimote Service at,08/05/2019 22:14:02.486
Estimote Timer,No Activity at 3,08/05/2019 22:14:02.501
Estimote Sensor,Killed Sensor at,08/05/2019 22:14:17.531
Estimote Service,Killed Estimote Service at,08/05/2019 22:14:17.547
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 22:15:14.466
Heart Rate Sensor,Killed Sensor at,08/05/2019 22:15:44.544
Estimote Timer,Started Estimote Service at,08/05/2019 22:16:02.489
Estimote Timer,No Activity at 4,08/05/2019 22:16:02.505
Estimote Sensor,Killed Sensor at,08/05/2019 22:16:17.570
Estimote Service,Killed Estimote Service at,08/05/2019 22:16:17.582
Estimote Timer,Started Estimote Service at,08/05/2019 22:18:02.491
Estimote Timer,No Activity at 5,08/05/2019 22:18:02.505
Estimote Timer,Stopped the Estimote Timer,08/05/2019 22:18:02.513
Estimote Timer,Stopped Estimote Timer at,08/05/2019 22:18:02.524
Estimote Timer,Started Estimote Service at,08/05/2019 22:19:02.637
Estimote Timer,No Activity at 1,08/05/2019 22:19:02.652
Estimote Sensor,Killed Sensor at,08/05/2019 22:19:17.675
Estimote Service,Killed Estimote Service at,08/05/2019 22:19:17.688
Heart Rate Timer Service,Started Heart Rate Sensor at,08/05/2019 22:20:14.467
Heart Rate Sensor,Killed Sensor at,08/05/2019 22:20:44.542
Estimote Timer,Started Estimote Service at,08/05/2019 22:21:02.637
Estimote Timer,No Activity at 2,08/05/2019 22:21:02.656
Estimote Sensor,Killed Sensor at,08/05/2019 22:21:17.712
Estimote Service,Killed Estimote Service at,08/05/2019 22:21:17.725
Estimote Timer,Started Estimote Service at,08/05/2019 22:23:02.638
