Screen, Action, Date --- Time
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:41:07.094
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:41:07.167
Main Activity,Failed to unregister battery information at,08/06/2019 05:41:07.438
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:41:07.555
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:41:08.208
Main Activity,Failed to unregister battery information at,08/06/2019 05:41:08.517
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:41:10.700
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:41:10.772
Main Activity,Failed to unregister battery information at,08/06/2019 05:41:11.013
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:41:37.626
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:46:07.555
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:46:37.628
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:51:07.141
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:51:07.217
Main Activity,Failed to unregister battery information at,08/06/2019 05:51:07.475
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:51:07.556
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:51:08.351
Main Activity,Failed to unregister battery information at,08/06/2019 05:51:08.635
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:51:10.863
Main Thread,Enabling Low Battery Warning at,08/06/2019 05:51:10.932
Main Activity,Failed to unregister battery information at,08/06/2019 05:51:11.161
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:51:37.627
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 05:56:07.557
Heart Rate Sensor,Killed Sensor at,08/06/2019 05:56:37.619
Estimote Timer,Started Estimote Service at,08/06/2019 06:00:38.536
Estimote Timer,No Activity at 1,08/06/2019 06:00:38.552
Estimote Sensor,Killed Sensor at,08/06/2019 06:00:53.575
Estimote Service,Killed Estimote Service at,08/06/2019 06:00:53.588
Main Thread,Enabling Low Battery Warning at,08/06/2019 06:01:07.294
Main Thread,Enabling Low Battery Warning at,08/06/2019 06:01:07.375
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:01:07.571
Main Activity,Failed to unregister battery information at,08/06/2019 06:01:07.723
Main Thread,Enabling Low Battery Warning at,08/06/2019 06:01:08.500
Main Activity,Failed to unregister battery information at,08/06/2019 06:01:08.801
Main Thread,Enabling Low Battery Warning at,08/06/2019 06:01:11.041
Main Thread,Enabling Low Battery Warning at,08/06/2019 06:01:11.114
Main Activity,Failed to unregister battery information at,08/06/2019 06:01:11.346
Heart Rate Sensor,Killed Sensor at,08/06/2019 06:01:37.716
Estimote Timer,Started Estimote Service at,08/06/2019 06:02:38.544
Estimote Timer,No Activity at 2,08/06/2019 06:02:38.558
Estimote Sensor,Killed Sensor at,08/06/2019 06:02:53.582
Estimote Service,Killed Estimote Service at,08/06/2019 06:02:53.592
Main Thread,Wifi is disabled at,08/06/2019 06:04:22.449
Sleep Button,Stopped Heart Rate Sensor while NOT charging at,08/06/2019 06:04:22.472
Sleep Button,Stopped Accelerometer Sensor while NOT charging at,08/06/2019 06:04:22.473
Sleep Button,Stopped Estimote Sensor while NOT charging at,08/06/2019 06:04:22.473
Estimote Timer,Stopped Estimote Timer at,08/06/2019 06:04:22.561
Estimote Timer,Started Estimote Service at,08/06/2019 06:04:55.950
Estimote Timer,No Activity at 1,08/06/2019 06:04:55.973
Main Activity,Failed to unregister battery information at,08/06/2019 06:05:06.773
Main Thread,Wifi is disabled at,08/06/2019 06:05:24.889
Main Thread,Enabling Low Battery Warning at,08/06/2019 06:05:24.913
Sleep Button,Started Heart Rate Sensor while NOT charging at,08/06/2019 06:05:24.960
Sleep Button,Started Accelerometer Sensor while NOT charging at,08/06/2019 06:05:24.961
Sleep Button,Started Estimote Sensor while NOT charging at,08/06/2019 06:05:24.962
Estimote Timer,Started Estimote Service at,08/06/2019 06:05:25.225
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:05:25.185
Estimote Timer,No Activity at 2,08/06/2019 06:05:25.256
Main Activity,Failed to unregister battery information at,08/06/2019 06:05:25.318
Estimote Sensor,Killed Sensor at,08/06/2019 06:05:26.004
Estimote Service,Killed Estimote Service at,08/06/2019 06:05:26.016
Main Thread,Uploading to BESI Basestation at,08/06/2019 06:05:33.495
Main Thread,Enabled an Internet Connection at,08/06/2019 06:05:33.565
Sleep Button,Stopped Heart Rate Sensor while charging at,08/06/2019 06:05:33.697
Sleep Button,Stopped Accelerometer Sensor while charging at,08/06/2019 06:05:33.698
Sleep Button,Stopped Estimote Sensor while charging at,08/06/2019 06:05:33.699
Main Thread,Uploading to BESI Basestation at,08/06/2019 06:05:34.000
Main Thread,Enabled an Internet Connection at,08/06/2019 06:05:34.033
Estimote Timer,Stopped Estimote Timer at,08/06/2019 06:05:34.123
Heart Rate Timer Service,Stopped Heart Rate Sensor at,08/06/2019 06:05:34.147
Main Thread,Uploading to BESI Basestation at,08/06/2019 06:05:34.766
Main Thread,Enabled an Internet Connection at,08/06/2019 06:05:34.784
Main Thread,Uploading to BESI Basestation at,08/06/2019 06:05:34.900
Main Thread,Enabled an Internet Connection at,08/06/2019 06:05:34.921
Main Thread,Uploading to BESI Basestation at,08/06/2019 06:05:35.043
Main Thread,Enabled an Internet Connection at,08/06/2019 06:05:35.076
Main Thread,Uploading to BESI Basestation at,08/06/2019 06:05:35.892
Main Thread,Enabled an Internet Connection at,08/06/2019 06:05:35.909
Main Activity,Failed to unregister battery information at,08/06/2019 06:05:39.942
Estimote Timer,Started Estimote Service at,08/06/2019 06:23:43.519
Estimote Timer,No Activity at 3,08/06/2019 06:23:43.533
Estimote Sensor,Killed Sensor at,08/06/2019 06:26:05.306
Estimote Service,Killed Estimote Service at,08/06/2019 06:26:05.318
Main Thread,Wifi is disabled at,08/06/2019 06:50:44.349
Sleep Button,Started Heart Rate Sensor while NOT charging at,08/06/2019 06:50:44.383
Sleep Button,Started Accelerometer Sensor while NOT charging at,08/06/2019 06:50:44.384
Sleep Button,Started Estimote Sensor while NOT charging at,08/06/2019 06:50:44.385
Estimote Timer,Started Estimote Service at,08/06/2019 06:50:44.530
Estimote Timer,No Activity at 1,08/06/2019 06:50:44.557
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 06:50:44.557
Estimote Timer,Started Estimote Service at,08/06/2019 06:50:44.649
Estimote Timer,No Activity at 2,08/06/2019 06:50:44.669
Estimote Timer,Started Estimote Service at,08/06/2019 06:50:56.715
Estimote Timer,No Activity at 4,08/06/2019 06:50:56.732
Main Activity,Failed to unregister battery information at,08/06/2019 06:50:56.968
Main Thread,Enabled an Internet Connection at,08/06/2019 06:50:59.344
Sleep Button,Stopped Heart Rate Sensor while charging at,08/06/2019 06:50:59.376
Sleep Button,Stopped Accelerometer Sensor while charging at,08/06/2019 06:50:59.377
Sleep Button,Stopped Estimote Sensor while charging at,08/06/2019 06:50:59.377
Estimote Timer,Stopped Estimote Timer at,08/06/2019 06:50:59.494
Heart Rate Timer Service,Stopped Heart Rate Sensor at,08/06/2019 06:50:59.521
Estimote Sensor,Killed Sensor at,08/06/2019 06:50:59.662
Estimote Service,Killed Estimote Service at,08/06/2019 06:50:59.681
Main Activity,Failed to unregister battery information at,08/06/2019 06:51:12.985
Main Activity,Failed to unregister battery information at,08/06/2019 06:51:46.168
Estimote Timer,Started Estimote Service at,08/06/2019 06:55:44.902
Estimote Timer,No Activity at 3,08/06/2019 06:55:44.917
Estimote Timer,Started Estimote Service at,08/06/2019 06:56:02.316
Estimote Timer,No Activity at 5,08/06/2019 06:56:02.329
Estimote Timer,Stopped the Estimote Timer,08/06/2019 06:56:02.338
Estimote Sensor,Killed Sensor at,08/06/2019 06:56:05.471
Estimote Service,Killed Estimote Service at,08/06/2019 06:56:05.487
Estimote Timer,Started Estimote Service at,08/06/2019 07:30:12.029
Estimote Timer,No Activity at 4,08/06/2019 07:30:12.053
Estimote Sensor,Killed Sensor at,08/06/2019 07:32:01.109
Estimote Service,Killed Estimote Service at,08/06/2019 07:32:01.122
Estimote Timer,Started Estimote Service at,08/06/2019 07:50:02.744
Estimote Timer,No Activity at 5,08/06/2019 07:50:02.760
Estimote Timer,Stopped the Estimote Timer,08/06/2019 07:50:04.203
